Unnamed: 0.1,brand,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,Ram_numeric,ROM_numeric,display_size_numeric,price_category,processor_gen,brand_encoded,processor_encoded,CPU_encoded,Ram_type_encoded,ROM_type_encoded,GPU_encoded,OS_encoded,aspect_ratio,screen_area,ram_rom_ratio,performance_score,is_gaming
0,Hp,49900,73.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,10,105,19,2,1,19,12,1.7777777777777777,121.67999999999999,0.015625,26.299999999999997,1
1,Hp,39900,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,34,18,2,1,126,12,1.7777777777777777,121.67999999999999,0.015625,25.200000000000003,0
2,Acer,26990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,14.0,Budget,11.0,0,15,17,2,1,123,12,1.7777777777777777,98.0,0.015625,27.597058823529412,0
3,Lenovo,59729,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2240.0,1400.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,12.0,14,39,6,8,1,111,12,1.6,98.0,0.03125,29.400000000000002,0
4,Apple,69990,69.32352941176471,Apple M1,Octa Core (4P + 4E),8GB,DDR4,256GB,SSD,Apple M1 Integrated Graphics,13.3,2560.0,1600.0,Mac OS,1,8.0,256.0,13.3,Premium,,1,160,21,2,1,91,7,1.6,88.44500000000001,0.03125,27.19705882352941,0
5,Acer,39990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,14.0,Mid-range,12.0,0,39,6,2,1,123,12,1.7777777777777777,98.0,0.015625,25.799999999999997,0
6,Dell,36790,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,6,34,18,2,1,126,12,1.7777777777777777,121.67999999999999,0.015625,25.200000000000003,0
7,Acer,76990,63.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,13.0,0,61,22,4,1,53,12,1.7777777777777777,121.67999999999999,0.03125,28.9,1
8,Asus,48990,64.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,2,42,6,2,1,121,12,1.7777777777777777,121.67999999999999,0.015625,26.4,0
9,Samsung,74990,68.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080.0,1920.0,Windows 11 OS,1,16.0,512.0,13.3,Premium,12.0,22,39,6,8,1,123,12,0.5625,88.44500000000001,0.03125,30.0,0
10,Lenovo,49990,69.32352941176471,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,12.0,14,45,1,2,1,112,12,1.7777777777777777,121.67999999999999,0.03125,30.397058823529413,0
11,Ultimus,10990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1366.0,768.0,Windows 11 OS,1,4.0,128.0,14.1,Budget,,24,171,16,2,1,115,12,1.7786458333333333,99.405,0.03125,25.99705882352941,0
12,Asus,72990,76.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,2,42,6,2,1,33,12,1.7777777777777777,121.67999999999999,0.03125,32.400000000000006,1
13,Primebook,10990,69.32352941176471,MediaTek MTK8788,Octa Core,4GB,LPDDR4,64GB,Hard-Disk,ARM Mali G72,11.6,1366.0,768.0,Android 11 OS,1,4.0,64.0,11.6,Budget,,19,182,20,5,0,90,0,1.7786458333333333,67.28,0.0625,25.99705882352941,0
15,Lenovo,29990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Budget,7.0,14,126,28,8,1,80,12,1.7777777777777777,121.67999999999999,0.015625,25.99705882352941,0
16,Asus,53649,70.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,2,26,19,2,1,31,12,1.7777777777777777,121.67999999999999,0.015625,27.8,1
17,Msi,33990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,14.0,Mid-range,11.0,17,15,17,2,1,112,12,1.7777777777777777,98.0,0.015625,27.597058823529412,0
18,Infinix,79990,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5X,1TB,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,32.0,1.0,15.6,Premium,13.0,13,75,8,9,1,111,12,1.7777777777777777,121.67999999999999,32.0,36.1,0
19,Hp,68990,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,10,40,22,2,1,33,12,1.7777777777777777,121.67999999999999,0.03125,29.1,1
20,Lenovo,45990,71.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,14,20,28,2,1,27,12,1.7777777777777777,121.67999999999999,0.015625,28.1,1
21,Asus,49900,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16.0,1920.0,1200.0,Windows 11 OS,1,8.0,512.0,16.0,Mid-range,5.0,2,105,19,2,1,85,12,1.6,128.0,0.015625,23.9,0
22,Apple,104990,69.32352941176471,Apple M2,Octa Core (4P + 4E),8GB,DDR4,256GB,SSD,8-Core GPU,13.6,2560.0,1664.0,Mac OS,1,8.0,256.0,13.6,High-end,,1,164,21,2,1,57,7,1.5384615384615385,92.47999999999999,0.03125,27.19705882352941,0
23,Acer,54990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,12.0,0,40,22,2,1,31,12,1.7777777777777777,121.67999999999999,0.03125,31.2,1
24,Hp,49580,64.0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,11.0,10,24,28,2,1,123,12,1.7777777777777777,121.67999999999999,0.03125,28.4,0
25,Asus,55990,71.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,16.0,Mid-range,5.0,2,111,24,2,1,85,12,1.6,128.0,0.03125,28.1,0
26,Hp,43990,63.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,5.0,10,104,19,2,1,79,12,1.7777777777777777,121.67999999999999,0.03125,25.7,0
27,Hp,19850,69.32352941176471,3rd Gen AMD Athlon 3050U,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,AMD Integrated,15.6,1366.0,768.0,DOS OS,1,4.0,256.0,15.6,Budget,,10,83,16,2,1,70,3,1.7786458333333333,121.67999999999999,0.015625,25.99705882352941,0
28,Acer,28990,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Budget,,0,177,25,8,1,112,12,1.7777777777777777,121.67999999999999,0.015625,27.19705882352941,0
29,Acer,54999,71.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,12.0,0,39,6,2,1,31,12,1.7777777777777777,121.67999999999999,0.03125,30.900000000000002,1
30,Dell,70990,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,13.0,6,66,1,2,1,126,12,1.7777777777777777,121.67999999999999,0.03125,30.79705882352941,0
31,Lenovo,56889,60.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,6.0,14,119,19,2,1,33,12,1.7777777777777777,121.67999999999999,0.015625,22.8,1
32,Acer,179880,78.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,16.0,High-end,13.0,0,76,14,4,1,64,12,1.6,128.0,16.0,33.4,1
33,Hp,53790,71.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,5.0,10,105,19,2,1,20,12,1.7777777777777777,121.67999999999999,0.03125,28.1,1
34,Acer,37990,60.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,5.0,0,104,19,2,1,69,12,1.7777777777777777,121.67999999999999,0.03125,24.8,0
35,Acer,96990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6,2560.0,1440.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,12.0,0,48,2,2,1,60,12,1.7777777777777777,121.67999999999999,16.0,32.7,1
36,Hp,71990,66.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,13.0,10,59,6,2,1,105,12,1.7777777777777777,121.67999999999999,0.03125,29.8,0
37,Hp,59990,75.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,16.1,Mid-range,11.0,10,26,19,2,1,27,12,1.7777777777777777,129.60500000000002,0.03125,31.7,1
38,Lenovo,62990,60.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,14.0,Premium,12.0,14,40,22,8,1,98,12,1.6,98.0,16.0,27.6,0
39,Infinix,30990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,14.0,Mid-range,12.0,13,34,18,6,1,111,12,1.7777777777777777,98.0,0.015625,27.997058823529414,0
40,Lenovo,74990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,14,40,22,4,1,50,12,1.7777777777777777,121.67999999999999,0.03125,30.6,1
41,Hp,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,10,15,17,2,1,126,12,1.7777777777777777,121.67999999999999,0.015625,24.8,0
42,Dell,77990,73.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,12.0,6,42,6,4,1,33,12,1.7777777777777777,121.67999999999999,16.0,31.5,1
43,Samsung,54990,62.0,12th Gen Intel Core i5 1235U ,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,12.0,22,38,1,5,1,112,12,1.7777777777777777,121.67999999999999,0.03125,28.2,0
44,Lenovo,41190,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,15.6,Mid-range,12.0,14,34,18,2,1,127,12,1.7777777777777777,121.67999999999999,0.03125,27.997058823529414,0
45,Asus,89990,70.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,16.0,Premium,13.0,2,62,2,4,1,50,12,1.6,128.0,0.03125,31.0,1
46,Lenovo,399999,84.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,16.0,3200.0,2000.0,Windows 11 OS,1,32.0,1.0,16.0,High-end,13.0,14,79,14,4,1,7,12,1.6,128.0,32.0,40.0,1
47,Wings,31990,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Graphics,15.6,1080.0,1920.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,27,23,28,2,1,98,12,0.5625,121.67999999999999,0.015625,27.597058823529412,0
48,Dell,31490,69.32352941176471,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,6,94,28,2,1,83,12,1.7777777777777777,121.67999999999999,0.015625,25.19705882352941,0
49,Hp,70590,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,10,40,22,2,1,33,12,1.7777777777777777,121.67999999999999,0.03125,30.900000000000002,1
50,Asus,104990,78.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,High-end,12.0,2,51,8,2,1,63,12,1.7777777777777777,121.67999999999999,0.03125,33.0,1
51,Lenovo,23990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,15.6,Budget,,14,171,16,2,1,109,12,1.7777777777777777,121.67999999999999,0.03125,27.19705882352941,0
52,Hp,37999,64.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,10,107,19,2,1,80,12,1.7786458333333333,121.67999999999999,0.015625,23.6,0
53,Honor,52990,66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,12.0,9,40,22,2,1,126,12,1.6,98.0,0.03125,29.400000000000002,0
54,Lenovo,30849,62.0,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,14,94,28,2,1,80,12,1.7777777777777777,121.67999999999999,0.015625,23.0,0
55,Hp,58990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,40,22,2,1,27,12,1.7777777777777777,121.67999999999999,0.015625,28.200000000000003,1
56,Zebronics,34990,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,11.0,29,27,28,6,1,112,12,1.7777777777777777,121.67999999999999,0.03125,28.099999999999998,0
57,Lenovo,49990,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,16.0,Mid-range,7.0,14,135,24,2,1,79,12,1.7777777777777777,128.0,0.03125,28.299999999999997,0
58,Hp,51780,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,37,1,2,1,123,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
59,Asus,68990,71.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,11.0,2,30,24,2,1,37,12,1.7777777777777777,121.67999999999999,0.03125,30.5,1
60,Asus,85990,76.0,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,12.0,2,52,9,4,1,33,12,1.7777777777777777,121.67999999999999,16.0,32.400000000000006,1
61,Lenovo,96990,67.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,13.0,14,70,2,4,1,53,12,1.7777777777777777,121.67999999999999,0.03125,30.099999999999998,1
62,Lenovo,148990,80.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,3200.0,2000.0,Windows 11 OS,1,32.0,1.0,16.0,High-end,13.0,14,75,8,4,1,63,12,1.6,128.0,32.0,38.8,1
63,Asus,72990,75.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,17.3,Premium,12.0,2,42,6,4,1,33,12,1.7777777777777777,149.645,0.03125,32.1,1
64,Dell,84490,66.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,14.0,Premium,13.0,6,68,6,8,1,123,12,1.6,98.0,16.0,29.8,0
65,Asus,60990,67.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,2,48,2,2,1,121,12,1.7777777777777777,121.67999999999999,0.03125,29.7,0
66,Infinix,33990,69.32352941176471,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,11.0,13,27,28,6,1,111,12,1.7777777777777777,98.0,0.03125,29.99705882352941,0
67,Asus,35990,64.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,11.0,2,15,17,2,1,108,12,1.7777777777777777,98.0,0.03125,28.4,0
68,Acer,60990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,0,40,22,2,1,30,12,1.7777777777777777,121.67999999999999,0.03125,30.6,1
69,Xiaomi,43990,69.32352941176471,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,12.0,28,42,6,4,1,123,12,1.6,98.0,0.03125,30.397058823529413,0
70,Asus,62990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,16.0,Premium,12.0,2,40,22,2,1,31,12,1.6,128.0,0.03125,31.2,1
71,Msi,65990,76.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16GB,DDR4,1TB,Hard-Disk,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,11.0,17,30,24,2,0,33,12,1.7777777777777777,121.67999999999999,16.0,32.0,1
72,Infinix,23990,69.32352941176471,11th Gen Intel Celeron N5100,"Quad Core, 4 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Budget,11.0,13,13,27,6,1,112,12,1.7777777777777777,121.67999999999999,0.015625,27.597058823529412,0
74,Asus,61990,72.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,11.0,2,26,19,2,1,33,12,1.7777777777777777,121.67999999999999,0.03125,30.799999999999997,1
75,Dell,36990,62.0,5th Gen AMD Ryzen 3 5425U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,6,95,28,2,1,83,12,1.7777777777777777,121.67999999999999,0.015625,23.0,0
76,Asus,50970,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7 Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,16.0,Mid-range,5.0,2,105,19,2,1,86,12,1.6,128.0,0.03125,26.3,0
77,Dell,184999,70.0,10th Gen Intel Core i7 10750H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA ,15.6,1920.0,1200.0,Windows 10 OS,0,16.0,512.0,15.6,High-end,10.0,6,10,19,2,1,25,10,1.6,121.67999999999999,0.03125,29.8,0
78,Hp,109990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,16.1,High-end,7.0,10,139,24,4,1,53,12,1.7777777777777777,129.60500000000002,16.0,30.4,1
79,Zebronics,42990,69.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,12.0,29,37,1,2,1,102,12,1.7777777777777777,121.67999999999999,0.03125,30.3,0
80,Hp,39150,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,34,18,2,1,112,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
81,Acer,92999,64.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,512.0,14.0,Premium,13.0,0,63,6,8,1,111,12,1.6,98.0,0.03125,29.2,0
82,Hp,80990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,16.1,Premium,7.0,10,139,24,4,1,50,12,1.7777777777777777,129.60500000000002,0.03125,30.4,1
