Unnamed: 0.1,brand,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,Ram_numeric,ROM_numeric,display_size_numeric,price_category,processor_gen,brand_encoded,processor_encoded,CPU_encoded,Ram_type_encoded,ROM_type_encoded,GPU_encoded,OS_encoded,aspect_ratio,screen_area,ram_rom_ratio,performance_score,is_gaming
230,Lenovo,60990,66.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Premium,7.0,14,132,19,4,1,31,12,1.7777777777777777,121.67999999999999,0.015625,25.0,1
231,Dell,40990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,6,34,18,2,1,112,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
232,Lenovo,107690,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,High-end,7.0,14,139,24,4,1,63,12,1.7777777777777777,121.67999999999999,0.03125,30.1,1
233,Lenovo,25490,69.32352941176471,AMD Athlon Silver 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Budget,,14,158,16,8,1,74,12,1.7777777777777777,121.67999999999999,0.015625,27.19705882352941,0
234,Hp,38999,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,34,18,2,1,126,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
235,Infinix,59990,69.32352941176471,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,10.0,13,7,28,6,1,112,12,1.7777777777777777,121.67999999999999,0.015625,27.19705882352941,0
236,Hp,60990,64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Premium,12.0,10,40,22,2,1,31,12,1.7777777777777777,121.67999999999999,0.015625,26.4,1
237,Hp,55500,70.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,7.0,10,132,19,4,1,31,12,1.7777777777777777,121.67999999999999,0.015625,26.2,1
238,Hp,124999,76.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,16.0,High-end,13.0,10,73,8,2,1,50,12,1.6,128.0,16.0,32.8,1
239,Hp,104990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,16.1,High-end,7.0,10,139,24,4,1,53,12,1.7777777777777777,129.60500000000002,16.0,30.4,1
240,Msi,136990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,1920.0,1080.0,Windows 11 OS,2,16.0,1.0,15.6,High-end,12.0,17,48,2,4,1,64,12,1.7777777777777777,121.67999999999999,16.0,31.2,1
241,Lenovo,131990,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,16.0,High-end,7.0,14,139,24,4,1,63,12,1.6,128.0,16.0,32.5,1
242,Lenovo,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,14.0,Mid-range,11.0,14,15,17,2,1,126,12,1.7777777777777777,98.0,0.015625,24.8,0
243,Asus,188752,75.0,7th Gen AMD Ryzen 9  7940HS,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,13.4,High-end,7.0,2,141,24,8,1,63,12,1.6,89.78,16.0,30.1,1
244,Hp,36999,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,34,18,2,1,102,12,1.7786458333333333,121.67999999999999,0.015625,25.200000000000003,0
245,Lenovo,92890,75.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Integrated Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,1.0,14.0,Premium,13.0,14,59,6,8,1,94,12,1.6,98.0,16.0,32.5,0
246,Dell,57990,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,256GB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,8.0,256.0,14.0,Mid-range,13.0,6,56,18,8,1,126,12,1.6,98.0,0.03125,28.397058823529413,0
248,Hp,51999,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,37,1,2,1,112,12,1.7777777777777777,121.67999999999999,0.015625,25.799999999999997,0
249,Lenovo,79990,69.32352941176471,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,14.0,Premium,13.0,14,63,6,8,1,111,12,1.6,98.0,0.03125,30.79705882352941,0
250,Lenovo,76890,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,14.0,Premium,13.0,14,58,1,6,1,111,12,1.6,98.0,0.03125,29.2,0
251,Lenovo,37790,69.32352941176471,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,14,97,19,2,1,72,12,1.7777777777777777,121.67999999999999,0.015625,25.19705882352941,0
252,Acer,17990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,128GB,SSD,Intel Integrated UHD,11.6,1366.0,768.0,Windows 11 OS,1,8.0,128.0,11.6,Budget,,0,176,16,2,1,112,12,1.7786458333333333,67.28,0.0625,27.19705882352941,0
253,Hp,38990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,10,34,18,2,1,112,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
254,Lenovo,41990,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,14,27,28,2,1,123,12,1.7777777777777777,121.67999999999999,0.015625,25.7,0
255,Lenovo,68990,69.32352941176471,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,16.0,512.0,14.0,Premium,13.0,14,61,22,8,1,94,12,1.6,98.0,0.03125,30.79705882352941,0
256,Hp,69990,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,14.0,Premium,12.0,10,37,1,2,1,111,12,1.7777777777777777,98.0,16.0,29.7,0
257,Acer,56990,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,14.0,Mid-range,11.0,0,28,28,2,1,111,12,1.7777777777777777,98.0,16.0,28.7,0
258,Asus,89990,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,6.0,2,120,24,4,1,39,12,1.7777777777777777,121.67999999999999,16.0,28.5,1
259,Msi,62990,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,16.0,512.0,15.6,Premium,12.0,17,40,22,2,1,33,12,1.7777777777777777,121.67999999999999,0.03125,30.900000000000002,1
260,Lenovo,37990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,14,34,18,2,1,126,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
261,Lenovo,58990,60.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,6.0,14,119,19,2,1,33,12,1.7777777777777777,121.67999999999999,0.015625,22.8,1
263,Lenovo,26990,69.32352941176471,AMD Athlon 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,15.6,Budget,,14,156,16,8,1,75,12,1.7786458333333333,121.67999999999999,0.015625,27.19705882352941,0
264,Asus,94990,70.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,16.0,Premium,13.0,2,62,2,4,1,50,12,1.6,128.0,16.0,31.0,1
265,Asus,86189,71.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,17.3,Premium,6.0,2,122,24,4,1,33,12,1.7777777777777777,149.645,0.03125,28.5,1
266,Chuwi,37990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",12GB,LPDDR4,512GB,SSD,Intel Integrated Intel UHD Graphics,13.5,2256.0,1504.0,Windows 11 OS,1,12.0,512.0,13.5,Mid-range,12.0,5,34,18,5,1,109,12,1.5,91.125,0.0234375,29.19705882352941,0
269,Lenovo,194990,89.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,3200.0,2000.0,Windows 11 OS,1,16.0,1.0,16.0,High-end,13.0,14,75,8,4,1,63,12,1.6,128.0,16.0,36.7,1
270,Lenovo,51990,67.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,14,22,28,2,1,31,12,1.7777777777777777,121.67999999999999,0.015625,26.9,1
271,Lenovo,31990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,15.6,Mid-range,11.0,14,15,17,2,1,126,12,1.7777777777777777,121.67999999999999,0.03125,27.597058823529412,0
272,Acer,41990,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR5,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,13.0,0,55,15,4,1,126,12,1.7777777777777777,121.67999999999999,0.015625,28.397058823529413,0
273,Asus,31990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,15.6,Mid-range,11.0,2,15,17,2,1,112,12,1.7777777777777777,121.67999999999999,0.03125,27.597058823529412,0
274,Asus,51390,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,12.0,2,37,1,2,1,123,12,1.7777777777777777,121.67999999999999,0.03125,27.6,0
275,Hp,76900,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4-,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,13.0,10,58,1,3,1,107,12,1.7777777777777777,121.67999999999999,16.0,30.79705882352941,0
276,Hp,27890,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,15.6,Budget,,10,176,16,2,1,112,12,1.7786458333333333,121.67999999999999,0.015625,27.19705882352941,0
277,Lenovo,56990,60.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,11.0,14,28,28,2,1,94,12,1.7777777777777777,121.67999999999999,0.03125,27.2,0
278,Asus,73990,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,5.0,2,116,24,2,1,33,12,1.7777777777777777,121.67999999999999,16.0,26.0,1
279,Hp,24999,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,DOS 3.0 OS,1,8.0,512.0,15.6,Budget,,10,85,17,2,1,80,2,1.7786458333333333,121.67999999999999,0.015625,27.19705882352941,0
280,Hp,33999,69.32352941176471,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,AMD Radeon ,15.6,1920.0,1080.0,Windows 11  OS,1,8.0,256.0,15.6,Mid-range,5.0,10,97,19,2,1,73,11,1.7777777777777777,121.67999999999999,0.03125,25.19705882352941,0
281,Lenovo,61990,63.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,16.0,Premium,12.0,14,40,22,8,1,126,12,1.6,128.0,0.03125,28.5,0
282,Hp,47990,62.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon AMD Radeon RX 6500M,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,10,100,19,2,1,17,12,1.7777777777777777,121.67999999999999,0.015625,23.0,1
283,Asus,53990,66.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,2,19,19,2,1,31,12,1.7777777777777777,121.67999999999999,0.015625,26.6,1
284,Hp,31890,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,,10,85,17,2,1,80,12,1.7777777777777777,121.67999999999999,0.015625,27.19705882352941,0
285,Asus,62390,63.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,5.0,2,100,19,2,1,29,12,1.7777777777777777,121.67999999999999,0.03125,25.7,1
286,Wings,49990,69.32352941176471,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel Graphics,14.0,1080.0,1920.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,11.0,27,28,28,5,1,98,12,0.5625,98.0,0.03125,29.99705882352941,0
287,Wings,29990,69.32352941176471,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8GB,LPDDR4,256GB,SSD,Intel Graphics,15.6,1080.0,1920.0,Windows 11 OS,1,8.0,256.0,15.6,Budget,11.0,27,17,28,5,1,98,12,0.5625,121.67999999999999,0.03125,27.597058823529412,0
288,Infinix,49990,69.32352941176471,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,14.0,Mid-range,12.0,13,45,1,6,1,111,12,1.7777777777777777,98.0,0.03125,30.397058823529413,0
289,Dell,43490,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,14.0,Mid-range,13.0,6,55,15,2,1,126,12,1.7777777777777777,98.0,0.015625,28.397058823529413,0
290,Dell,95640,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,14.0,Premium,13.0,6,58,1,8,1,123,12,1.6,98.0,16.0,28.0,0
291,Hp,125990,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,16.0,High-end,7.0,10,139,24,4,1,63,12,1.7777777777777777,128.0,16.0,31.6,1
292,Hp,72990,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,15.6,Premium,13.0,10,58,1,2,1,107,12,1.7777777777777777,121.67999999999999,16.0,28.9,0
293,Msi,47990,69.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,2,8.0,512.0,15.6,Mid-range,11.0,17,19,19,2,1,31,12,1.7777777777777777,121.67999999999999,0.015625,27.5,1
294,Hp,99999,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,13.0,10,63,6,2,1,53,12,1.7777777777777777,121.67999999999999,0.03125,31.3,1
295,Asus,40990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,2,34,18,2,1,95,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
297,Asus,94990,75.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,3840.0,2400.0,Windows 11 OS,1,16.0,512.0,14.0,Premium,12.0,2,51,8,8,1,111,12,1.6,98.0,0.03125,32.1,0
298,Asus,37990,69.32352941176471,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,11.0,2,33,17,2,1,126,12,1.7777777777777777,121.67999999999999,0.015625,27.597058823529412,0
299,Lenovo,73990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Premium,12.0,14,40,22,4,1,31,12,1.7777777777777777,121.67999999999999,0.03125,30.3,1
300,Lenovo,109990,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,High-end,7.0,14,139,24,4,1,63,12,1.7777777777777777,121.67999999999999,0.03125,30.1,1
301,Acer,65999,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Premium,12.0,0,40,22,2,1,33,12,1.7777777777777777,121.67999999999999,0.015625,26.700000000000003,1
302,Acer,35990,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,5.0,0,104,19,2,1,69,12,1.7777777777777777,121.67999999999999,0.015625,25.19705882352941,0
303,Asus,37980,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,15.6,Mid-range,12.0,2,34,18,2,1,95,12,1.7777777777777777,121.67999999999999,0.015625,27.997058823529414,0
306,Msi,40789,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,11.0,17,27,28,2,1,111,12,1.7777777777777777,121.67999999999999,0.03125,28.099999999999998,0
307,Dell,450039,83.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,LPDDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,18.0,3200.0,1800.0,Windows 11 OS,1,64.0,1.0,18.0,High-end,13.0,6,79,14,8,1,7,12,1.7777777777777777,162.0,64.0,49.3,1
308,Asus,89990,75.0,12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,1.0,14.0,Premium,12.0,2,49,2,2,1,31,12,1.6,98.0,16.0,32.1,1
309,Acer,56990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,13.0,0,58,1,8,1,40,12,1.7777777777777777,121.67999999999999,0.03125,28.0,1
310,Walker,16990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1920.0,1080.0,Windows 11 OS,1,4.0,128.0,14.1,Budget,,26,171,16,2,1,115,12,1.7777777777777777,99.405,0.03125,25.99705882352941,0
311,Acer,54990,63.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,8.0,512.0,14.0,Mid-range,12.0,0,42,6,8,1,111,12,1.6,98.0,0.015625,26.1,0
312,Dell,67000,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,8.0,1.0,14.0,Premium,13.0,6,58,1,8,1,123,12,1.6,98.0,8.0,25.6,0
313,Lenovo,34499,69.32352941176471,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,DOS OS,1,8.0,512.0,15.6,Mid-range,7.0,14,127,28,2,1,79,3,1.7777777777777777,121.67999999999999,0.015625,25.99705882352941,0
314,Hp,107763,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,512.0,14.0,High-end,13.0,10,73,8,2,1,111,12,1.6,98.0,0.03125,31.3,0
315,Dell,61490,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,1TB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,8.0,1.0,14.0,Premium,13.0,6,56,18,8,1,126,12,1.6,98.0,8.0,28.397058823529413,0
316,Hp,80490,69.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,2240.0,1400.0,Windows 11 OS,1,16.0,512.0,14.0,Premium,13.0,10,59,6,2,1,123,12,1.6,98.0,0.03125,30.7,0
317,Lenovo,57990,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,15.6,Mid-range,7.0,14,132,19,4,1,31,12,1.7777777777777777,121.67999999999999,0.03125,28.299999999999997,1
